location,start_date,end_date,year,month,visitation_count,frequency,source_file,source_sheet,source_row,source_col,target_processing,trail_name
Biscuit Brook,2001-01-01,2001-01-31,2001,1,81,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,12,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2001-02-01,2001-02-28,2001,2,50,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,12,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2001-03-01,2001-03-31,2001,3,55,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,12,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2001-04-01,2001-04-30,2001,4,37,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,12,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2001-05-01,2001-05-31,2001,5,62,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,12,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2001-06-01,2001-06-30,2001,6,70,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,12,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2001-07-01,2001-07-31,2001,7,76,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,12,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2001-08-01,2001-08-31,2001,8,63,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,12,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2001-09-01,2001-09-30,2001,9,76,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,12,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2001-10-01,2001-10-31,2001,10,107,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,12,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2001-11-01,2001-11-30,2001,11,58,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,12,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2001-12-01,2001-12-31,2001,12,47,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,12,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2002-01-01,2002-01-31,2002,1,25,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,13,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2002-02-01,2002-02-28,2002,2,80,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,13,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2002-03-01,2002-03-31,2002,3,84,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,13,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2002-04-01,2002-04-30,2002,4,71,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,13,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2002-05-01,2002-05-31,2002,5,94,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,13,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2002-06-01,2002-06-30,2002,6,92,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,13,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2002-07-01,2002-07-31,2002,7,87,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,13,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2002-08-01,2002-08-31,2002,8,75,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,13,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2002-09-01,2002-09-30,2002,9,85,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,13,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2002-10-01,2002-10-31,2002,10,71,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,13,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2002-11-01,2002-11-30,2002,11,44,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,13,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2002-12-01,2002-12-31,2002,12,59,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,13,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2003-01-01,2003-01-31,2003,1,38,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,14,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2003-02-01,2003-02-28,2003,2,32,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,14,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2003-03-01,2003-03-31,2003,3,43,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,14,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2003-04-01,2003-04-30,2003,4,33,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,14,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2003-05-01,2003-05-31,2003,5,33,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,14,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2003-06-01,2003-06-30,2003,6,44,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,14,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2003-07-01,2003-07-31,2003,7,51,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,14,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2003-08-01,2003-08-31,2003,8,91,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,14,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2003-09-01,2003-09-30,2003,9,64,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,14,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2003-10-01,2003-10-31,2003,10,73,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,14,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2003-11-01,2003-11-30,2003,11,60,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,14,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2003-12-01,2003-12-31,2003,12,25,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,14,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2004-01-01,2004-01-31,2004,1,37,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,15,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2004-02-01,2004-02-29,2004,2,56,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,15,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2004-03-01,2004-03-31,2004,3,26,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,15,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2004-04-01,2004-04-30,2004,4,55,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,15,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2004-05-01,2004-05-31,2004,5,73,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,15,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2004-06-01,2004-06-30,2004,6,68,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,15,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2004-07-01,2004-07-31,2004,7,97,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,15,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2004-08-01,2004-08-31,2004,8,86,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,15,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2004-09-01,2004-09-30,2004,9,107,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,15,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2004-10-01,2004-10-31,2004,10,75,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,15,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2004-11-01,2004-11-30,2004,11,59,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,15,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2004-12-01,2004-12-31,2004,12,43,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,15,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2005-01-01,2005-01-31,2005,1,38,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,16,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2005-02-01,2005-02-28,2005,2,49,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,16,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2005-03-01,2005-03-31,2005,3,48,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,16,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2005-04-01,2005-04-30,2005,4,49,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,16,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2005-05-01,2005-05-31,2005,5,91,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,16,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2005-06-01,2005-06-30,2005,6,71,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,16,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2005-07-01,2005-07-31,2005,7,72,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,16,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2005-08-01,2005-08-31,2005,8,60,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,16,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2005-09-01,2005-09-30,2005,9,76,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,16,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2005-10-01,2005-10-31,2005,10,59,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,16,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2005-11-01,2005-11-30,2005,11,51,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,16,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2005-12-01,2005-12-31,2005,12,32,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,16,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2006-01-01,2006-01-31,2006,1,40,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,17,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2006-02-01,2006-02-28,2006,2,23,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,17,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2006-03-01,2006-03-31,2006,3,63,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,17,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2006-04-01,2006-04-30,2006,4,50,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,17,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2006-05-01,2006-05-31,2006,5,49,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,17,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2006-06-01,2006-06-30,2006,6,57,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,17,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2006-07-01,2006-07-31,2006,7,78,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,17,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2006-08-01,2006-08-31,2006,8,94,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,17,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2006-09-01,2006-09-30,2006,9,83,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,17,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2006-10-01,2006-10-31,2006,10,71,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,17,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2006-11-01,2006-11-30,2006,11,63,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,17,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2006-12-01,2006-12-31,2006,12,52,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,17,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2007-01-01,2007-01-31,2007,1,32,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,18,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2007-02-01,2007-02-28,2007,2,50,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,18,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2007-03-01,2007-03-31,2007,3,29,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,18,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2007-04-01,2007-04-30,2007,4,58,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,18,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2007-05-01,2007-05-31,2007,5,61,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,18,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2007-06-01,2007-06-30,2007,6,56,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,18,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2007-07-01,2007-07-31,2007,7,127,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,18,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2007-08-01,2007-08-31,2007,8,58,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,18,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2007-09-01,2007-09-30,2007,9,104,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,18,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2007-10-01,2007-10-31,2007,10,111,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,18,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2007-11-01,2007-11-30,2007,11,39,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,18,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2007-12-01,2007-12-31,2007,12,19,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,18,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2010-01-01,2010-01-31,2010,1,0,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,21,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2010-02-01,2010-02-28,2010,2,0,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,21,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2010-03-01,2010-03-31,2010,3,0,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,21,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2010-04-01,2010-04-30,2010,4,0,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,21,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2010-05-01,2010-05-31,2010,5,39,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,21,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2010-06-01,2010-06-30,2010,6,84,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,21,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2010-07-01,2010-07-31,2010,7,97,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,21,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2010-08-01,2010-08-31,2010,8,83,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,21,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2010-09-01,2010-09-30,2010,9,42,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,21,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2010-10-01,2010-10-31,2010,10,91,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,21,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2010-11-01,2010-11-30,2010,11,87,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,21,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2010-12-01,2010-12-31,2010,12,39,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,21,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2012-01-01,2012-01-31,2012,1,80,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,23,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2012-02-01,2012-02-29,2012,2,100,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,23,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2012-03-01,2012-03-31,2012,3,57,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,23,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2012-04-01,2012-04-30,2012,4,108,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,23,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2012-05-01,2012-05-31,2012,5,77,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,23,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2012-06-01,2012-06-30,2012,6,52,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,23,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2012-07-01,2012-07-31,2012,7,72,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,23,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2012-08-01,2012-08-31,2012,8,115,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,23,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2012-09-01,2012-09-30,2012,9,87,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,23,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2012-10-01,2012-10-31,2012,10,87,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,23,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2012-11-01,2012-11-30,2012,11,57,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,23,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2012-12-01,2012-12-31,2012,12,36,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,23,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2013-01-01,2013-01-31,2013,1,76,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,24,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2013-02-01,2013-02-28,2013,2,45,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,24,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2013-03-01,2013-03-31,2013,3,62,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,24,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2013-04-01,2013-04-30,2013,4,63,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,24,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2013-05-01,2013-05-31,2013,5,90,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,24,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2013-06-01,2013-06-30,2013,6,103,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,24,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2013-07-01,2013-07-31,2013,7,60,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,24,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2013-08-01,2013-08-31,2013,8,85,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,24,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2013-09-01,2013-09-30,2013,9,112,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,24,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2013-10-01,2013-10-31,2013,10,60,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,24,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2013-11-01,2013-11-30,2013,11,71,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,24,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2013-12-01,2013-12-31,2013,12,63,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,24,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2014-01-01,2014-01-31,2014,1,67,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,25,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2014-02-01,2014-02-28,2014,2,37,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,25,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2014-03-01,2014-03-31,2014,3,67,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,25,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2014-04-01,2014-04-30,2014,4,51,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,25,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2014-05-01,2014-05-31,2014,5,75,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,25,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2014-06-01,2014-06-30,2014,6,78,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,25,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2014-07-01,2014-07-31,2014,7,94,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,25,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2014-08-01,2014-08-31,2014,8,98,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,25,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2014-09-01,2014-09-30,2014,9,115,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,25,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2014-10-01,2014-10-31,2014,10,100,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,25,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2014-11-01,2014-11-30,2014,11,97,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,25,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2014-12-01,2014-12-31,2014,12,75,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,25,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2015-01-01,2015-01-31,2015,1,98,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,26,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2015-02-01,2015-02-28,2015,2,35,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,26,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2015-03-01,2015-03-31,2015,3,85,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,26,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2015-04-01,2015-04-30,2015,4,86,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,26,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2015-05-01,2015-05-31,2015,5,93,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,26,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2015-06-01,2015-06-30,2015,6,89,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,26,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2015-07-01,2015-07-31,2015,7,94,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,26,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2015-08-01,2015-08-31,2015,8,112,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,26,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2015-09-01,2015-09-30,2015,9,104,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,26,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2015-10-01,2015-10-31,2015,10,94,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,26,observed_monthly_from_register_tally,Pine Hill West Branch Trail
